"Notes"	"Census Division"	"Census Division Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Division 7: West South Central"	"CENS-D7"	"15-24 years"	"15-24"	"2013"	"2013"	244	5462952	4.5
	"Division 7: West South Central"	"CENS-D7"	"15-24 years"	"15-24"	"2014"	"2014"	211	5508519	3.8
	"Division 7: West South Central"	"CENS-D7"	"15-24 years"	"15-24"	"2015"	"2015"	227	5551744	4.1
	"Division 7: West South Central"	"CENS-D7"	"15-24 years"	"15-24"	"2016"	"2016"	269	5549559	4.8
	"Division 7: West South Central"	"CENS-D7"	"15-24 years"	"15-24"	"2017"	"2017"	245	5555464	4.4
	"Division 7: West South Central"	"CENS-D7"	"15-24 years"	"15-24"	"2018"	"2018"	224	5573382	4.0
	"Division 7: West South Central"	"CENS-D7"	"25-34 years"	"25-34"	"2007"	"2007"	446	4844543	9.2
	"Division 7: West South Central"	"CENS-D7"	"25-34 years"	"25-34"	"2008"	"2008"	368	4943942	7.4
	"Division 7: West South Central"	"CENS-D7"	"25-34 years"	"25-34"	"2009"	"2009"	467	5051927	9.2
	"Division 7: West South Central"	"CENS-D7"	"25-34 years"	"25-34"	"2010"	"2010"	446	5124553	8.7
	"Division 7: West South Central"	"CENS-D7"	"25-34 years"	"25-34"	"2011"	"2011"	456	5234588	8.7
	"Division 7: West South Central"	"CENS-D7"	"25-34 years"	"25-34"	"2012"	"2012"	474	5322377	8.9
	"Division 7: West South Central"	"CENS-D7"	"25-34 years"	"25-34"	"2013"	"2013"	454	5404895	8.4
	"Division 7: West South Central"	"CENS-D7"	"25-34 years"	"25-34"	"2014"	"2014"	497	5514925	9.0
	"Division 7: West South Central"	"CENS-D7"	"25-34 years"	"25-34"	"2015"	"2015"	536	5617433	9.5
	"Division 7: West South Central"	"CENS-D7"	"25-34 years"	"25-34"	"2016"	"2016"	555	5705601	9.7
	"Division 7: West South Central"	"CENS-D7"	"25-34 years"	"25-34"	"2017"	"2017"	650	5782787	11.2
	"Division 7: West South Central"	"CENS-D7"	"25-34 years"	"25-34"	"2018"	"2018"	623	5843316	10.7
	"Division 7: West South Central"	"CENS-D7"	"35-44 years"	"35-44"	"2007"	"2007"	466	4846355	9.6
	"Division 7: West South Central"	"CENS-D7"	"35-44 years"	"35-44"	"2008"	"2008"	430	4841730	8.9
	"Division 7: West South Central"	"CENS-D7"	"35-44 years"	"35-44"	"2009"	"2009"	477	4840344	9.9
	"Division 7: West South Central"	"CENS-D7"	"35-44 years"	"35-44"	"2010"	"2010"	434	4850126	8.9
	"Division 7: West South Central"	"CENS-D7"	"35-44 years"	"35-44"	"2011"	"2011"	400	4875428	8.2
	"Division 7: West South Central"	"CENS-D7"	"35-44 years"	"35-44"	"2012"	"2012"	426	4921615	8.7
	"Division 7: West South Central"	"CENS-D7"	"35-44 years"	"35-44"	"2013"	"2013"	432	4969522	8.7
	"Division 7: West South Central"	"CENS-D7"	"35-44 years"	"35-44"	"2014"	"2014"	457	5037119	9.1
	"Division 7: West South Central"	"CENS-D7"	"35-44 years"	"35-44"	"2015"	"2015"	487	5106892	9.5
	"Division 7: West South Central"	"CENS-D7"	"35-44 years"	"35-44"	"2016"	"2016"	513	5144042	10.0
	"Division 7: West South Central"	"CENS-D7"	"35-44 years"	"35-44"	"2017"	"2017"	572	5232681	10.9
	"Division 7: West South Central"	"CENS-D7"	"35-44 years"	"35-44"	"2018"	"2018"	563	5324204	10.6
	"Division 7: West South Central"	"CENS-D7"	"45-54 years"	"45-54"	"2007"	"2007"	532	4821925	11.0
	"Division 7: West South Central"	"CENS-D7"	"45-54 years"	"45-54"	"2008"	"2008"	493	4911785	10.0
	"Division 7: West South Central"	"CENS-D7"	"45-54 years"	"45-54"	"2009"	"2009"	609	4987529	12.2
	"Division 7: West South Central"	"CENS-D7"	"45-54 years"	"45-54"	"2010"	"2010"	530	5022588	10.6
	"Division 7: West South Central"	"CENS-D7"	"45-54 years"	"45-54"	"2011"	"2011"	539	5021413	10.7
	"Division 7: West South Central"	"CENS-D7"	"45-54 years"	"45-54"	"2012"	"2012"	520	4987903	10.4
	"Division 7: West South Central"	"CENS-D7"	"45-54 years"	"45-54"	"2013"	"2013"	494	4957252	10.0
	"Division 7: West South Central"	"CENS-D7"	"45-54 years"	"45-54"	"2014"	"2014"	525	4961293	10.6
	"Division 7: West South Central"	"CENS-D7"	"45-54 years"	"45-54"	"2015"	"2015"	522	4971670	10.5
	"Division 7: West South Central"	"CENS-D7"	"45-54 years"	"45-54"	"2016"	"2016"	528	4966329	10.6
	"Division 7: West South Central"	"CENS-D7"	"45-54 years"	"45-54"	"2017"	"2017"	542	4968370	10.9
	"Division 7: West South Central"	"CENS-D7"	"45-54 years"	"45-54"	"2018"	"2018"	478	4945240	9.7
	"Division 7: West South Central"	"CENS-D7"	"55-64 years"	"55-64"	"2007"	"2007"	188	3515922	5.3
	"Division 7: West South Central"	"CENS-D7"	"55-64 years"	"55-64"	"2008"	"2008"	161	3651712	4.4
	"Division 7: West South Central"	"CENS-D7"	"55-64 years"	"55-64"	"2009"	"2009"	243	3800627	6.4
	"Division 7: West South Central"	"CENS-D7"	"55-64 years"	"55-64"	"2010"	"2010"	273	3924726	7.0
	"Division 7: West South Central"	"CENS-D7"	"55-64 years"	"55-64"	"2011"	"2011"	250	4115928	6.1
	"Division 7: West South Central"	"CENS-D7"	"55-64 years"	"55-64"	"2012"	"2012"	320	4193053	7.6
	"Division 7: West South Central"	"CENS-D7"	"55-64 years"	"55-64"	"2013"	"2013"	370	4288641	8.6
	"Division 7: West South Central"	"CENS-D7"	"55-64 years"	"55-64"	"2014"	"2014"	387	4395053	8.8
	"Division 7: West South Central"	"CENS-D7"	"55-64 years"	"55-64"	"2015"	"2015"	415	4507192	9.2
	"Division 7: West South Central"	"CENS-D7"	"55-64 years"	"55-64"	"2016"	"2016"	410	4585253	8.9
	"Division 7: West South Central"	"CENS-D7"	"55-64 years"	"55-64"	"2017"	"2017"	431	4664107	9.2
	"Division 7: West South Central"	"CENS-D7"	"55-64 years"	"55-64"	"2018"	"2018"	423	4718467	9.0
	"Division 7: West South Central"	"CENS-D7"	"65-74 years"	"65-74"	"2007"	"2007"	21	2077730	1.0
	"Division 7: West South Central"	"CENS-D7"	"65-74 years"	"65-74"	"2008"	"2008"	32	2160871	1.5
	"Division 7: West South Central"	"CENS-D7"	"65-74 years"	"65-74"	"2009"	"2009"	50	2244418	2.2
	"Division 7: West South Central"	"CENS-D7"	"65-74 years"	"65-74"	"2010"	"2010"	46	2299319	2.0
	"Division 7: West South Central"	"CENS-D7"	"65-74 years"	"65-74"	"2011"	"2011"	43	2388043	1.8
	"Division 7: West South Central"	"CENS-D7"	"65-74 years"	"65-74"	"2012"	"2012"	57	2540821	2.2
	"Division 7: West South Central"	"CENS-D7"	"65-74 years"	"65-74"	"2013"	"2013"	70	2667951	2.6
	"Division 7: West South Central"	"CENS-D7"	"65-74 years"	"65-74"	"2014"	"2014"	66	2797144	2.4
	"Division 7: West South Central"	"CENS-D7"	"65-74 years"	"65-74"	"2015"	"2015"	76	2918855	2.6
	"Division 7: West South Central"	"CENS-D7"	"65-74 years"	"65-74"	"2016"	"2016"	108	3035828	3.6
	"Division 7: West South Central"	"CENS-D7"	"65-74 years"	"65-74"	"2017"	"2017"	99	3146895	3.1
	"Division 7: West South Central"	"CENS-D7"	"65-74 years"	"65-74"	"2018"	"2018"	118	3249132	3.6
	"Division 7: West South Central"	"CENS-D7"	"75-84 years"	"75-84"	"2007"	"2007"	Suppressed	1270728	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"75-84 years"	"75-84"	"2008"	"2008"	12	1280723	Unreliable
	"Division 7: West South Central"	"CENS-D7"	"75-84 years"	"75-84"	"2009"	"2009"	11	1288882	Unreliable
	"Division 7: West South Central"	"CENS-D7"	"75-84 years"	"75-84"	"2010"	"2010"	Suppressed	1302940	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"75-84 years"	"75-84"	"2011"	"2011"	Suppressed	1328423	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"75-84 years"	"75-84"	"2012"	"2012"	12	1344664	Unreliable
	"Division 7: West South Central"	"CENS-D7"	"75-84 years"	"75-84"	"2013"	"2013"	Suppressed	1372690	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"75-84 years"	"75-84"	"2014"	"2014"	10	1404483	Unreliable
	"Division 7: West South Central"	"CENS-D7"	"75-84 years"	"75-84"	"2015"	"2015"	22	1436959	1.5
	"Division 7: West South Central"	"CENS-D7"	"75-84 years"	"75-84"	"2016"	"2016"	20	1476226	1.4
	"Division 7: West South Central"	"CENS-D7"	"75-84 years"	"75-84"	"2017"	"2017"	17	1520599	Unreliable
	"Division 7: West South Central"	"CENS-D7"	"75-84 years"	"75-84"	"2018"	"2018"	19	1589239	Unreliable
	"Division 7: West South Central"	"CENS-D7"	"85+ years"	"85+"	"2007"	"2007"	Suppressed	444813	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"85+ years"	"85+"	"2008"	"2008"	Suppressed	458058	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"85+ years"	"85+"	"2009"	"2009"	Suppressed	472821	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"85+ years"	"85+"	"2010"	"2010"	Suppressed	484179	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"85+ years"	"85+"	"2011"	"2011"	Suppressed	508756	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"85+ years"	"85+"	"2012"	"2012"	Suppressed	525852	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"85+ years"	"85+"	"2013"	"2013"	Suppressed	542553	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"85+ years"	"85+"	"2014"	"2014"	Suppressed	559070	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"85+ years"	"85+"	"2015"	"2015"	Suppressed	575847	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"85+ years"	"85+"	"2016"	"2016"	Suppressed	592501	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"85+ years"	"85+"	"2017"	"2017"	Suppressed	604568	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"85+ years"	"85+"	"2018"	"2018"	Suppressed	613762	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Not Stated"	"NS"	"2007"	"2007"	Suppressed	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Not Stated"	"NS"	"2008"	"2008"	Suppressed	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Not Stated"	"NS"	"2009"	"2009"	Suppressed	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Not Stated"	"NS"	"2010"	"2010"	Suppressed	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Not Stated"	"NS"	"2011"	"2011"	Suppressed	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Not Stated"	"NS"	"2012"	"2012"	Suppressed	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Not Stated"	"NS"	"2013"	"2013"	Suppressed	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Not Stated"	"NS"	"2014"	"2014"	Suppressed	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Not Stated"	"NS"	"2015"	"2015"	Suppressed	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Not Stated"	"NS"	"2016"	"2016"	Suppressed	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Not Stated"	"NS"	"2017"	"2017"	Suppressed	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Not Stated"	"NS"	"2018"	"2018"	Suppressed	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"< 1 year"	"1"	"2007"	"2007"	Suppressed	331835	Suppressed
	"Division 8: Mountain"	"CENS-D8"	"< 1 year"	"1"	"2008"	"2008"	Suppressed	327699	Suppressed
	"Division 8: Mountain"	"CENS-D8"	"< 1 year"	"1"	"2009"	"2009"	Suppressed	316639	Suppressed
	"Division 8: Mountain"	"CENS-D8"	"< 1 year"	"1"	"2010"	"2010"	Suppressed	315063	Suppressed
	"Division 8: Mountain"	"CENS-D8"	"< 1 year"	"1"	"2011"	"2011"	Suppressed	312294	Suppressed
	"Division 8: Mountain"	"CENS-D8"	"< 1 year"	"1"	"2012"	"2012"	Suppressed	308501	Suppressed
	"Division 8: Mountain"	"CENS-D8"	"< 1 year"	"1"	"2013"	"2013"	Suppressed	305131	Suppressed
	"Division 8: Mountain"	"CENS-D8"	"< 1 year"	"1"	"2014"	"2014"	Suppressed	307396	Suppressed
	"Division 8: Mountain"	"CENS-D8"	"< 1 year"	"1"	"2015"	"2015"	Suppressed	309654	Suppressed
	"Division 8: Mountain"	"CENS-D8"	"< 1 year"	"1"	"2016"	"2016"	Suppressed	311638	Suppressed
	"Division 8: Mountain"	"CENS-D8"	"< 1 year"	"1"	"2017"	"2017"	Suppressed	308903	Suppressed
	"Division 8: Mountain"	"CENS-D8"	"< 1 year"	"1"	"2018"	"2018"	Suppressed	300557	Suppressed
	"Division 8: Mountain"	"CENS-D8"	"1-4 years"	"1-4"	"2007"	"2007"	Suppressed	1276365	Suppressed
	"Division 8: Mountain"	"CENS-D8"	"1-4 years"	"1-4"	"2008"	"2008"	Suppressed	1303453	Suppressed
	"Division 8: Mountain"	"CENS-D8"	"1-4 years"	"1-4"	"2009"	"2009"	Suppressed	1311365	Suppressed
	"Division 8: Mountain"	"CENS-D8"	"1-4 years"	"1-4"	"2010"	"2010"	Suppressed	1305393	Suppressed
	"Division 8: Mountain"	"CENS-D8"	"1-4 years"	"1-4"	"2011"	"2011"	Suppressed	1295006	Suppressed
	"Division 8: Mountain"	"CENS-D8"	"1-4 years"	"1-4"	"2012"	"2012"	Suppressed	1268913	Suppressed
	"Division 8: Mountain"	"CENS-D8"	"1-4 years"	"1-4"	"2013"	"2013"	Suppressed	1245654	Suppressed
	"Division 8: Mountain"	"CENS-D8"	"1-4 years"	"1-4"	"2014"	"2014"	Suppressed	1237281	Suppressed
	"Division 8: Mountain"	"CENS-D8"	"1-4 years"	"1-4"	"2015"	"2015"	Suppressed	1230745	Suppressed
	"Division 8: Mountain"	"CENS-D8"	"1-4 years"	"1-4"	"2016"	"2016"	Suppressed	1248470	Suppressed
	"Division 8: Mountain"	"CENS-D8"	"1-4 years"	"1-4"	"2017"	"2017"	Suppressed	1251107	Suppressed
	"Division 8: Mountain"	"CENS-D8"	"1-4 years"	"1-4"	"2018"	"2018"	Suppressed	1250265	Suppressed
	"Division 8: Mountain"	"CENS-D8"	"5-14 years"	"5-14"	"2007"	"2007"	Suppressed	2995519	Suppressed
	"Division 8: Mountain"	"CENS-D8"	"5-14 years"	"5-14"	"2008"	"2008"	Suppressed	3051612	Suppressed
	"Division 8: Mountain"	"CENS-D8"	"5-14 years"	"5-14"	"2009"	"2009"	Suppressed	3107070	Suppressed
	"Division 8: Mountain"	"CENS-D8"	"5-14 years"	"5-14"	"2010"	"2010"	Suppressed	3145580	Suppressed
	"Division 8: Mountain"	"CENS-D8"	"5-14 years"	"5-14"	"2011"	"2011"	Suppressed	3172271	Suppressed
	"Division 8: Mountain"	"CENS-D8"	"5-14 years"	"5-14"	"2012"	"2012"	Suppressed	3199127	Suppressed
	"Division 8: Mountain"	"CENS-D8"	"5-14 years"	"5-14"	"2013"	"2013"	Suppressed	3229353	Suppressed
	"Division 8: Mountain"	"CENS-D8"	"5-14 years"	"5-14"	"2014"	"2014"	Suppressed	3246303	Suppressed
	"Division 8: Mountain"	"CENS-D8"	"5-14 years"	"5-14"	"2015"	"2015"	Suppressed	3259504	Suppressed
	"Division 8: Mountain"	"CENS-D8"	"5-14 years"	"5-14"	"2016"	"2016"	Suppressed	3256944	Suppressed
	"Division 8: Mountain"	"CENS-D8"	"5-14 years"	"5-14"	"2017"	"2017"	Suppressed	3269442	Suppressed
	"Division 8: Mountain"	"CENS-D8"	"5-14 years"	"5-14"	"2018"	"2018"	Suppressed	3290506	Suppressed
	"Division 8: Mountain"	"CENS-D8"	"15-24 years"	"15-24"	"2007"	"2007"	236	3088022	7.6
	"Division 8: Mountain"	"CENS-D8"	"15-24 years"	"15-24"	"2008"	"2008"	225	3116288	7.2
	"Division 8: Mountain"	"CENS-D8"	"15-24 years"	"15-24"	"2009"	"2009"	288	3125004	9.2
	"Division 8: Mountain"	"CENS-D8"	"15-24 years"	"15-24"	"2010"	"2010"	274	3128095	8.8
	"Division 8: Mountain"	"CENS-D8"	"15-24 years"	"15-24"	"2011"	"2011"	309	3166159	9.8
	"Division 8: Mountain"	"CENS-D8"	"15-24 years"	"15-24"	"2012"	"2012"	229	3187916	7.2
	"Division 8: Mountain"	"CENS-D8"	"15-24 years"	"15-24"	"2013"	"2013"	277	3223808	8.6
	"Division 8: Mountain"	"CENS-D8"	"15-24 years"	"15-24"	"2014"	"2014"	228	3247273	7.0
	"Division 8: Mountain"	"CENS-D8"	"15-24 years"	"15-24"	"2015"	"2015"	253	3271188	7.7
	"Division 8: Mountain"	"CENS-D8"	"15-24 years"	"15-24"	"2016"	"2016"	312	3280682	9.5
	"Division 8: Mountain"	"CENS-D8"	"15-24 years"	"15-24"	"2017"	"2017"	303	3272473	9.3
	"Division 8: Mountain"	"CENS-D8"	"15-24 years"	"15-24"	"2018"	"2018"	361	3311715	10.9
	"Division 8: Mountain"	"CENS-D8"	"25-34 years"	"25-34"	"2007"	"2007"	419	2961227	14.1
	"Division 8: Mountain"	"CENS-D8"	"25-34 years"	"25-34"	"2008"	"2008"	437	3023473	14.5
	"Division 8: Mountain"	"CENS-D8"	"25-34 years"	"25-34"	"2009"	"2009"	484	3070132	15.8
	"Division 8: Mountain"	"CENS-D8"	"25-34 years"	"25-34"	"2010"	"2010"	479	3092667	15.5
	"Division 8: Mountain"	"CENS-D8"	"25-34 years"	"25-34"	"2011"	"2011"	498	3141137	15.9
	"Division 8: Mountain"	"CENS-D8"	"25-34 years"	"25-34"	"2012"	"2012"	500	3171848	15.8
	"Division 8: Mountain"	"CENS-D8"	"25-34 years"	"25-34"	"2013"	"2013"	501	3199178	15.7
	"Division 8: Mountain"	"CENS-D8"	"25-34 years"	"25-34"	"2014"	"2014"	605	3251078	18.6
	"Division 8: Mountain"	"CENS-D8"	"25-34 years"	"25-34"	"2015"	"2015"	630	3308290	19.0
	"Division 8: Mountain"	"CENS-D8"	"25-34 years"	"25-34"	"2016"	"2016"	704	3368892	20.9
	"Division 8: Mountain"	"CENS-D8"	"25-34 years"	"25-34"	"2017"	"2017"	747	3446526	21.7
	"Division 8: Mountain"	"CENS-D8"	"25-34 years"	"25-34"	"2018"	"2018"	786	3521005	22.3
	"Division 8: Mountain"	"CENS-D8"	"35-44 years"	"35-44"	"2007"	"2007"	484	2872038	16.9
	"Division 8: Mountain"	"CENS-D8"	"35-44 years"	"35-44"	"2008"	"2008"	486	2869636	16.9
	"Division 8: Mountain"	"CENS-D8"	"35-44 years"	"35-44"	"2009"	"2009"	503	2859790	17.6
	"Division 8: Mountain"	"CENS-D8"	"35-44 years"	"35-44"	"2010"	"2010"	464	2857699	16.2
	"Division 8: Mountain"	"CENS-D8"	"35-44 years"	"35-44"	"2011"	"2011"	503	2862087	17.6
	"Division 8: Mountain"	"CENS-D8"	"35-44 years"	"35-44"	"2012"	"2012"	505	2890141	17.5
	"Division 8: Mountain"	"CENS-D8"	"35-44 years"	"35-44"	"2013"	"2013"	481	2921484	16.5
	"Division 8: Mountain"	"CENS-D8"	"35-44 years"	"35-44"	"2014"	"2014"	564	2956906	19.1
	"Division 8: Mountain"	"CENS-D8"	"35-44 years"	"35-44"	"2015"	"2015"	589	2994332	19.7
	"Division 8: Mountain"	"CENS-D8"	"35-44 years"	"35-44"	"2016"	"2016"	624	3025453	20.6
	"Division 8: Mountain"	"CENS-D8"	"35-44 years"	"35-44"	"2017"	"2017"	640	3091056	20.7
	"Division 8: Mountain"	"CENS-D8"	"35-44 years"	"35-44"	"2018"	"2018"	654	3168199	20.6
	"Division 8: Mountain"	"CENS-D8"	"45-54 years"	"45-54"	"2007"	"2007"	613	2928839	20.9
	"Division 8: Mountain"	"CENS-D8"	"45-54 years"	"45-54"	"2008"	"2008"	693	2971991	23.3
	"Division 8: Mountain"	"CENS-D8"	"45-54 years"	"45-54"	"2009"	"2009"	688	2995805	23.0
	"Division 8: Mountain"	"CENS-D8"	"45-54 years"	"45-54"	"2010"	"2010"	605	3002690	20.1
	"Division 8: Mountain"	"CENS-D8"	"45-54 years"	"45-54"	"2011"	"2011"	586	2977204	19.7
	"Division 8: Mountain"	"CENS-D8"	"45-54 years"	"45-54"	"2012"	"2012"	650	2948310	22.0
	"Division 8: Mountain"	"CENS-D8"	"45-54 years"	"45-54"	"2013"	"2013"	629	2919274	21.5
	"Division 8: Mountain"	"CENS-D8"	"45-54 years"	"45-54"	"2014"	"2014"	589	2912028	20.2
	"Division 8: Mountain"	"CENS-D8"	"45-54 years"	"45-54"	"2015"	"2015"	595	2912827	20.4
	"Division 8: Mountain"	"CENS-D8"	"45-54 years"	"45-54"	"2016"	"2016"	576	2916616	19.7
	"Division 8: Mountain"	"CENS-D8"	"45-54 years"	"45-54"	"2017"	"2017"	588	2911154	20.2
	"Division 8: Mountain"	"CENS-D8"	"45-54 years"	"45-54"	"2018"	"2018"	591	2904421	20.3
	"Division 8: Mountain"	"CENS-D8"	"55-64 years"	"55-64"	"2007"	"2007"	240	2267794	10.6
	"Division 8: Mountain"	"CENS-D8"	"55-64 years"	"55-64"	"2008"	"2008"	276	2356970	11.7
	"Division 8: Mountain"	"CENS-D8"	"55-64 years"	"55-64"	"2009"	"2009"	294	2450787	12.0
	"Division 8: Mountain"	"CENS-D8"	"55-64 years"	"55-64"	"2010"	"2010"	333	2529232	13.2
	"Division 8: Mountain"	"CENS-D8"	"55-64 years"	"55-64"	"2011"	"2011"	373	2642372	14.1
	"Division 8: Mountain"	"CENS-D8"	"55-64 years"	"55-64"	"2012"	"2012"	396	2684803	14.7
	"Division 8: Mountain"	"CENS-D8"	"55-64 years"	"55-64"	"2013"	"2013"	406	2733315	14.9
	"Division 8: Mountain"	"CENS-D8"	"55-64 years"	"55-64"	"2014"	"2014"	473	2786488	17.0
	"Division 8: Mountain"	"CENS-D8"	"55-64 years"	"55-64"	"2015"	"2015"	473	2845685	16.6
	"Division 8: Mountain"	"CENS-D8"	"55-64 years"	"55-64"	"2016"	"2016"	517	2899351	17.8
	"Division 8: Mountain"	"CENS-D8"	"55-64 years"	"55-64"	"2017"	"2017"	527	2939405	17.9
	"Division 8: Mountain"	"CENS-D8"	"55-64 years"	"55-64"	"2018"	"2018"	550	2973831	18.5
	"Division 8: Mountain"	"CENS-D8"	"65-74 years"	"65-74"	"2007"	"2007"	48	1345175	3.6
	"Division 8: Mountain"	"CENS-D8"	"65-74 years"	"65-74"	"2008"	"2008"	54	1414233	3.8
	"Division 8: Mountain"	"CENS-D8"	"65-74 years"	"65-74"	"2009"	"2009"	54	1481120	3.6
	"Division 8: Mountain"	"CENS-D8"	"65-74 years"	"65-74"	"2010"	"2010"	49	1527495	3.2
	"Division 8: Mountain"	"CENS-D8"	"65-74 years"	"65-74"	"2011"	"2011"	78	1601096	4.9
	"Division 8: Mountain"	"CENS-D8"	"65-74 years"	"65-74"	"2012"	"2012"	90	1720728	5.2
	"Division 8: Mountain"	"CENS-D8"	"65-74 years"	"65-74"	"2013"	"2013"	94	1825962	5.1
	"Division 8: Mountain"	"CENS-D8"	"65-74 years"	"65-74"	"2014"	"2014"	128	1929448	6.6
	"Division 8: Mountain"	"CENS-D8"	"65-74 years"	"65-74"	"2015"	"2015"	133	2029154	6.6
	"Division 8: Mountain"	"CENS-D8"	"65-74 years"	"65-74"	"2016"	"2016"	119	2127805	5.6
	"Division 8: Mountain"	"CENS-D8"	"65-74 years"	"65-74"	"2017"	"2017"	179	2210610	8.1
	"Division 8: Mountain"	"CENS-D8"	"65-74 years"	"65-74"	"2018"	"2018"	213	2293959	9.3
	"Division 8: Mountain"	"CENS-D8"	"75-84 years"	"75-84"	"2007"	"2007"	19	812183	Unreliable
	"Division 8: Mountain"	"CENS-D8"	"75-84 years"	"75-84"	"2008"	"2008"	16	821618	Unreliable
	"Division 8: Mountain"	"CENS-D8"	"75-84 years"	"75-84"	"2009"	"2009"	12	830038	Unreliable
	"Division 8: Mountain"	"CENS-D8"	"75-84 years"	"75-84"	"2010"	"2010"	14	841488	Unreliable
	"Division 8: Mountain"	"CENS-D8"	"75-84 years"	"75-84"	"2011"	"2011"	27	864412	3.1
	"Division 8: Mountain"	"CENS-D8"	"75-84 years"	"75-84"	"2012"	"2012"	26	886662	2.9
	"Division 8: Mountain"	"CENS-D8"	"75-84 years"	"75-84"	"2013"	"2013"	20	914593	2.2
	"Division 8: Mountain"	"CENS-D8"	"75-84 years"	"75-84"	"2014"	"2014"	32	947243	3.4
	"Division 8: Mountain"	"CENS-D8"	"75-84 years"	"75-84"	"2015"	"2015"	24	979670	2.4
	"Division 8: Mountain"	"CENS-D8"	"75-84 years"	"75-84"	"2016"	"2016"	20	1017355	2.0
	"Division 8: Mountain"	"CENS-D8"	"75-84 years"	"75-84"	"2017"	"2017"	42	1054152	4.0
	"Division 8: Mountain"	"CENS-D8"	"75-84 years"	"75-84"	"2018"	"2018"	44	1122184	3.9
	"Division 8: Mountain"	"CENS-D8"	"85+ years"	"85+"	"2007"	"2007"	Suppressed	286127	Suppressed
	"Division 8: Mountain"	"CENS-D8"	"85+ years"	"85+"	"2008"	"2008"	11	297218	Unreliable
	"Division 8: Mountain"	"CENS-D8"	"85+ years"	"85+"	"2009"	"2009"	Suppressed	310759	Suppressed
	"Division 8: Mountain"	"CENS-D8"	"85+ years"	"85+"	"2010"	"2010"	Suppressed	320049	Suppressed
	"Division 8: Mountain"	"CENS-D8"	"85+ years"	"85+"	"2011"	"2011"	Suppressed	339373	Suppressed
	"Division 8: Mountain"	"CENS-D8"	"85+ years"	"85+"	"2012"	"2012"	Suppressed	350925	Suppressed
	"Division 8: Mountain"	"CENS-D8"	"85+ years"	"85+"	"2013"	"2013"	11	363493	Unreliable
	"Division 8: Mountain"	"CENS-D8"	"85+ years"	"85+"	"2014"	"2014"	11	375675	Unreliable
	"Division 8: Mountain"	"CENS-D8"	"85+ years"	"85+"	"2015"	"2015"	12	389449	Unreliable
	"Division 8: Mountain"	"CENS-D8"	"85+ years"	"85+"	"2016"	"2016"	Suppressed	401861	Suppressed
	"Division 8: Mountain"	"CENS-D8"	"85+ years"	"85+"	"2017"	"2017"	Suppressed	403289	Suppressed
	"Division 8: Mountain"	"CENS-D8"	"85+ years"	"85+"	"2018"	"2018"	Suppressed	415743	Suppressed
	"Division 8: Mountain"	"CENS-D8"	"Not Stated"	"NS"	"2007"	"2007"	Suppressed	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Not Stated"	"NS"	"2008"	"2008"	Suppressed	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Not Stated"	"NS"	"2009"	"2009"	Suppressed	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Not Stated"	"NS"	"2010"	"2010"	Suppressed	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Not Stated"	"NS"	"2011"	"2011"	Suppressed	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Not Stated"	"NS"	"2012"	"2012"	Suppressed	Not Applicable	Not Applicable
